"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:12:49.564Z"
,"Wateringse Veld College","Het Wateringse Veld College is een middelbare school met een mavo, havo, vwo en tto-afdeling voor havo en vwo waar domeinonderwijs centraal staat.
Op het Wateringse Veld College krijgen leerlingen de ruimte en begeleiding om zichzelf te zijn en te leren op een manier die bij hen past. We leggen de nadruk op het leren nemen van eigen verantwoordelijkheid. Dat levert zelfstandige leerlingen op die goed hebben leren samenwerken.","Primary and Secondary Education","51-200 employees","Educational","Den Haag, Zuid-Holland","Netherlands","wateringseveldcollege.nl","https://www.linkedin.com/company/wateringse-veld-college",
,"mooi jong","Mooi jong! Wat wil jij leren?

Steeds vaker blijkt dat kinderen een steuntje in de rug nodig hebben bijvoorbeeld omdat zij op school even niet meekomen en/of het op sociaal emotioneel gebied moeilijk hebben. Het in Den Haag (Vruchtenbuurt) gevestigde Mooi Jong biedt ondersteuning op beide gebieden.

Onze ondersteuning kan bestaan uit:
Kindercoaching en jeugdcoaching
Huiswerkbegeleiding
Bijles
Intelligentietoetsen
Trainingen (sociale vaardigheidstraining, faalangstreductietraining, 'Ik leer leren.', examentraining en mindful parenting)

U kunt als ouder, voogd en/of school contact opnemen met Mooi Jong om te informeren naar de mogelijkheden om uw kind(eren) of leerling(en) te ondersteunen. 

Mooi Jong is lid van het LVSI. 
https://lvsi.nl/instituut/mooi-jong/","Education Administration Programs","51-200 employees","Privately Held","Den Haag, Zuid-Holland","Netherlands","mooijong.nl","https://www.linkedin.com/company/mooi-jong",
,"Eligant Lyceum","Het Eligant Lyceum is een middelbare school in Zutphen. Wij bieden onderwijs op havo-, atheneum- en gymnasiumniveau. Onze drie speerpunten zijn ‘je wordt gezien’, ‘je kunt het’ en ‘je kiest je eigen leerroute’. Deze speerpunten zie je in onze hele organisatie, ons onderwijs en onze manier van handelen terug.","Primary and Secondary Education","51-200 employees","Educational","Zutphen, Gelderland","Netherlands","eligant.nl","https://www.linkedin.com/company/eligant-lyceum",
,"Utrecht Law College Tilia","Tilia is één van de twee studieverenigingen die bij het Utrecht Law College horen. De andere studievereniging heet Sirius. Studenten die bij het college Tilia worden ingedeeld, zijn daarmee automatisch lid bij deze studievereniging. Tilia is opgericht in september 2012 en een officiële vereniging sinds 11 december 2012.

De vereniging is vernoemd naar de lindeboom - waarvan Tilia de Latijnse naam is - bij de eertijdse Germanen gold de linde als rechts- of dingboom. In haar lommerte werd recht gesproken, werden vonnissen geveld, werd er overlegd. Echter, onder de linde werd eveneens gedanst, gedronken, bemind. Kortom, het was tevens een plek voor vrolijkheid en ontspanning.

Sinds haar oprichting in 2012 is Tilia uitgegroeid tot een bloeiende vereniging. De analogie met de vroegere rechtsboom is snel gemaakt. Onze vereniging kent een fraaie balans tussen inhoudelijk tijdverdrijf en sociale bezigheden. Met een volgroeide alumnivereniging, het tweede lustrum reeds gevierd & een breed scala aan activiteiten is Tilia lang leven beschoren.

Binnen Tilia worden er activiteiten georganiseerd die juist zo kenmerkend zijn voor het ULC: lezingen, excursies, studiereizen, enzovoort. Omdat Tilia nog een redelijk jonge vereniging is, is er extra veel ruimte voor het initiatief van de student. Alle ideeën van de Tilianen zijn welkom en zij kunnen zelf het verschil maken.","Higher Education","51-200 employees","Educational","Utrecht, Nederland","Netherlands","ulctilia.nl","https://www.linkedin.com/company/utrecht-law-college-tilia",
,"Veilig Thuis Zuid-Holland-Zuid","Je kunt bij ons terecht

Als je te maken krijgt met geweld in huiselijke kring, kun je daar altijd wat aan doen. Bij ons kun je terecht als je hulp zoekt of je zorgen maakt over anderen. We zijn er voor iedereen die zich zorgen maakt over wat er gebeurt in een thuissituatie; kinderen, jongeren, volwassenen, ouderen, slachtoffers, daders, omstanders en professionals.","Hospitals and Health Care","51-200 employees","Government Agency","Dordrecht, Zuid-Holland","Netherlands","veiligthuiszuidhollandzuid.nl","https://www.linkedin.com/company/vtzhz",
,"Studievereniging Anguilla","Anguilla is de studievereniging voor Gezondheid en Leven (Health and Life Sciences) aan de Vrije Universiteit te Amsterdam. De studievereniging is opgericht op 23 maart 2006 en heeft momenteel zo'n 800 leden. 

In de afgelopen jaren heeft onze vereniging zich sterk ontwikkeld. Anguilla heeft tien verschillende commissies, die zich ieder bezighouden met de organisatie van interessante activiteiten. Dit zijn bijvoorbeeld lezingen, bedrijfsbezoeken en carrièredagen, maar ook borrels en gezelligheidsactiviteiten ter verbreding van het sociale netwerk van onze studenten. Door actief lid te worden bij Anguilla krijgen studenten de kans om zichzelf te ontwikkelen in onze commissies of als bestuur. Voor hen is het organiseren van activiteiten naast hun studie mede een mogelijkheid om een breder CV op te bouwen.","Education Administration Programs","51-200 employees","Non Profit","Amsterdam, Noord-Holland","Netherlands","studievereniginganguilla.com","https://www.linkedin.com/company/studievereniging-anguilla",
,"Hospice Schagen","Hospice Schagen is een kleinschalige instelling (bijna-thuis-huis) waar 24/7 professionals en vrijwilligers palliatieve zorg en ondersteuning bieden aan mensen in hun laatste levensfase, wanneer genezing niet meer mogelijk is. 

Iedereen heeft het recht om in een menswaardige en respectvolle omgeving afscheid te nemen van het leven. Sterven in de thuissituatie is voor velen een wens. In sommige gevallen is dat echter niet mogelijk door gezins- of woonomstandigheden of, omdat familie/ vrienden de nodige 24-uurszorg niet (meer) kunnen bieden. 

Hospice Schagen is er voor alle inwoners van gemeente Schagen en Hollands Kroon, maar is toegankelijk voor iedereen. Met 5 unieke appartementen biedt Hospice Schagen ruimte aan maximaal 5 gasten tegelijkertijd.","Hospitals and Health Care","51-200 employees","Non Profit","Schagen, Noord-Holland","Netherlands","hospiceschagen.nl","https://www.linkedin.com/company/hospiceschagen",
,"Het Vlie","In Noordoostpolder en Urk hebben meerdere zorgpartijen hun krachten gebundeld en deze willen samen zorgen voor een compleet en op elkaar aansluitend aanbod van zorg en behandeling voor de regio. De zorgvraag en specifieke situatie, als ook omgeving en fase in het leven van de cliënt/patiënt is daarbij leidend. Intensief samenwerken door de zorgpartners is van groot belang om de komende jaren goede zorg te kunnen blijven verlenen in de regio. Het gebouw moet de gezamenlijke visie op alle mogelijke manieren ondersteunen en faciliteren.

De  samenwerkende partijen zijn:
- Antonius Zorggroep
- Zorggroep Oude en Nieuwe Land
- Revalidatie Friesland
- Medrie (verantwoordelijk voor de Huisartsenpost)
- Ambulancedienst van GGD Flevoland
- Spoedapotheek Emmeloord
- GGz Centraal
- Huisartsenpraktijk Kuiken en de Valk
- Huisartsenpraktijk Nielen
- Huisartsenpraktijk Schaafsma

Wat willen we zoal realiseren in het gezondheidscentrum?
- Polikliniek
- Dagbehandeling
- Oefenzalen
- Bedden voor tijdelijke opvang
- Zorgunit palliatief
- Kantoren voor behandeldiensten
- Skills lab / Zorgtrainingscentrum
- Wijkteams
- Jeugdzorg
- Poliklinische revalidatie
- Huisartsenpost
- Huisartsenpraktijken
- Fitnessruimte
- Groepsruimten
- Apotheek
- Etc.

Het is de bedoeling dat Het Vlie onderdeel gaat uitmaken van een groter gezondheidsplein dat wordt ontwikkeld door de samenwerkende partijen in samenwerking met de gemeente Noordoostpolder. Doordat diverse zorgpartijen actief de onderlinge samenwerking opzoeken en ook fysiek bij elkaar in de buurt gaan werken worden schotten weggehaald tussen verschillende vormen van zorg, zoals ziekenhuiszorg, huisartsenzorg, revalidatiezorg en zorg thuis.","Hospitals and Health Care","51-200 employees","Non Profit","Emmeloord, Flevoland","Netherlands","hetvlie.nl","https://www.linkedin.com/company/hetvlie",
,"GewoonZeS","Zorgorganisatie gespecialiseerd in psychiatrische begeleiding. Kennis, aandacht en maatwerk is waar u als klant het verschil merkt.","Hospitals and Health Care","51-200 employees","Non Profit","Zwolle, Overijssel","Netherlands","gewoonzes.nl","https://www.linkedin.com/company/gewoonzorg",
,"Huize Winterdijk","Huize Winterdijk is een woonzorgcentrum in Gouda dat huisvesting en zorg combineert en gaat uit van de Gereformeerde Gemeenten in Nederland. Er werken ruim 160 enthousiaste medewerkers.","Hospitals and Health Care","51-200 employees","Non Profit","Gouda, Zuid-Holland","Netherlands","huizewinterdijk.nl","https://www.linkedin.com/company/huize-winterdijk",
,"Huisartsenspoedpost West-Friesland & Wieringermeer","Huisartsenspoedpost West-Friesland & Wieringermeer is verantwoordelijk voor de acute huisartsenzorg in de avond, nacht, weekend en op feestdagen. Het doel is om patiënten binnen het verzorgingsgebied met een acute zorgvraag veilig en snel de juiste zorg op de juiste plek te kunnen bieden. 

Huisartsenspoedpost West-Friesland is onderdeel van HWF.","Hospitals and Health Care","51-200 employees","Non Profit","Hoorn, Noord-holland","Netherlands","huisartsenpostwf.nl","https://www.linkedin.com/company/huisartsenspoedpost-west-friesland",
,"Van der Capellen SG","Onze school biedt onderwijs aan Atheneum-, Havo- en Mavo leerlingen. Naast regulier Atheneum en Havo kan er ook gekozen voor Tweetalig Atheneum en Tweetalig Havo, waar de helft van de lessen in het Engels wordt gegeven. De Wereldmavo geeft versterkt Engels aan alle Mavo-leerlingen. Binnen elke leerweg mag de leerling uitblinken in de talentstromen, op het gebied van Drama, Muziek, ICT en Beta","Higher Education","51-200 employees","Educational","Zwolle, Overijssel","Netherlands","capellen.nl","https://www.linkedin.com/company/van-der-capellen-sg",
,"Bij Ons Zorginstelling","Wij zijn een zorginstelling die gespecialiseerd is in (individuele) begeleiding aan kinderen/jongeren met uiteenlopende problematiek en/of ontwikkelingsniveaus.","Hospitals and Health Care","51-200 employees","Self Owned","Maasland, Zuid-Holland","Netherlands","bijonszorg.nl","https://www.linkedin.com/company/bij-ons-zorginstelling",
,"Stichting Hospice Zwolle","Het doel van Hospice Zwolle is dat we de laatste levensfase van onze gasten zo dragelijk mogelijk maken. We begeleiden de gast en zijn/haar naasten bij psychologische-, emotionele- en sociale problemen. We hebben aandacht voor zingeving. We helpen bij de lichamelijke verzorging. En we ondersteunen bij het afscheid nemen.

Iedereen is welkom. Ongeacht etnische achtergrond, geloof of leeftijd. Specifieke aandacht is er in ons hospice voor jonge(re) gasten. Hospice Zwolle wil een bijna-thuis-huis zijn voor al haar gasten.","Hospitals and Health Care","51-200 employees","Non Profit","Zwolle, Overijssel","Netherlands","hospicezwolle.nl","https://www.linkedin.com/company/stichting-hospice-zwolle",
,"Hogeschool Windesheim - Civiele Techniek","Civiele Techniek Windesheim leidt initiatiefrijke en toekomstbestendige ingenieurs op. Zij hebben een brede civieltechnische basis van waaruit zij kunnen samenwerken met andere disciplines. Een nieuwsgierige, kritisch onderzoekende en oplossingsgerichte houding staat daarbij centraal. Ze worden door de opleiding in samenwerking met het werkveld geïnspireerd en voorbereid op de maatschappelijke uitdagingen die zij wereldwijd kunnen aangaan als specialist of generalist in de Civiele Techniek.","Higher Education","51-200 employees","Government Agency","Zwolle, Overijssel","Netherlands","windesheim.nl","https://www.linkedin.com/company/hogeschool-windesheim-civiele-techniek",
,"Huisartsenpraktijken Medi-Mere","De Medi-Mere Groep bestaat uit moderne en dynamische huisartsenpraktijken en staat garant voor professionele, duurzame en persoonlijke huisartsenzorg. 
Medi-Mere heeft momenteel vier vestigingen (Medi-Mere Buiten, Medi-Mere Stad (Bartok Kliniek), Medi-Mere Poort en Medi-Mere Haven). In Medi-Mere werken huisartsen onder leiding van dhr. J. van de Steeg. Op alle locaties vindt u een apotheek en huisartsenpraktijk, waarbij u het intieme en vertrouwelijke karakter van de apotheekhoudende huisartsenpraktijk ervaart in een modern jasje. Belangrijke paramedici, zoals fysiotherapie, manuele therapie, logopedie en verloskunde, werken nauw samen met de huisartsen.

Onze doelstellingen
Professionaliteit, klantvriendelijkheid en kwaliteit zijn de drie belangrijkste pijlers van de praktijkvoering en staan borg voor gezonde zorg voor de Almeerse patiënt.","Hospitals and Health Care","51-200 employees","Self Owned","Almere, Flevoland","Netherlands","medi-mere.com","https://www.linkedin.com/company/medi-mere",
